date,portfolio,benchmark,drawdown
2024-11-26,-0.012683,-0.02825,-0.012683
2024-11-27,0.009171,-0.020457,-0.003629
2024-11-28,0.001295,-0.001449,-0.002339
2024-11-29,-0.0006,-0.012809,-0.002938
2024-12-02,0.003922,-0.013292,0.0
2024-12-03,0.003497,-0.006479,0.0
2024-12-04,0.015602,0.001213,0.0
2024-12-05,-0.004576,-0.023312,-0.004576
2024-12-06,-0.011694,-0.007013,-0.016216
2024-12-09,-0.004049,-0.026345,-0.0202
2024-12-10,-0.008378,-0.020119,-0.028408
2024-12-11,-0.000656,0.010783,-0.029046
2024-12-12,0.001198,0.00754,-0.027883
2024-12-13,-0.022594,-0.037825,-0.049846
2024-12-16,-0.015743,-0.02186,-0.064805
2024-12-17,-0.011671,0.004153,-0.07572
2024-12-18,-0.000176,-0.020685,-0.075882
2024-12-19,-0.012972,0.003309,-0.08787
2024-12-20,-0.010698,0.005747,-0.097628
2024-12-23,0.004337,-0.011394,-0.093714
2024-12-24,0.011247,0.012521,-0.083521
2024-12-25,-0.005511,-0.016386,-0.088572
2024-12-26,-0.005846,-0.00994,-0.0939
2024-12-27,0.012991,0.005702,-0.082129
2024-12-30,-0.004314,-0.025656,-0.086089
2024-12-31,0.003513,0.002399,-0.082878
2025-01-01,0.011869,0.007029,-0.071993
2025-01-02,0.002455,-0.00199,-0.069715
2025-01-03,0.023138,0.019491,-0.04819
2025-01-06,-0.00391,-0.021064,-0.051912
2025-01-07,0.010396,0.025058,-0.042056
2025-01-08,-0.009865,-0.01917,-0.051506
2025-01-09,-0.012244,-0.00825,-0.06312
2025-01-10,-0.000783,0.011043,-0.063853
2025-01-13,-0.017637,-0.024,-0.080364
2025-01-14,0.003149,-0.007706,-0.077468
2025-01-15,0.010673,-0.009844,-0.067621
2025-01-16,0.005189,-0.011925,-0.062783
2025-01-17,-0.005977,-0.009162,-0.068384
2025-01-20,0.003832,0.02895,-0.064814
2025-01-21,0.007846,0.019104,-0.057476
2025-01-22,0.006397,0.042014,-0.051447
2025-01-23,0.009854,-0.007741,-0.0421
2025-01-24,0.00303,0.028452,-0.039198
2025-01-27,-0.027905,-0.037835,-0.06601
2025-01-28,-0.007762,-0.008049,-0.073259
2025-01-29,-0.004451,-0.025773,-0.077384
2025-01-30,2.8e-05,0.003661,-0.077359
2025-01-31,-0.005327,0.001942,-0.082273
2025-02-03,-0.00806,0.00501,-0.08967
2025-02-04,0.013064,0.028601,-0.077778
2025-02-05,0.00295,0.005657,-0.075058
2025-02-06,0.002933,0.006022,-0.072345
2025-02-07,0.001188,0.0123,-0.071243
2025-02-10,-0.00385,0.010074,-0.074819
2025-02-11,0.010765,-0.008743,-0.064859
2025-02-12,0.004341,-0.002092,-0.0608
2025-02-13,0.017852,0.013313,-0.044034
2025-02-14,0.02,0.021211,-0.024915
2025-02-17,0.000112,-0.002621,-0.024806
2025-02-18,0.017854,0.010304,-0.007394
2025-02-19,-0.007992,-0.031533,-0.015327
2025-02-20,-0.008184,-0.002259,-0.023386
2025-02-21,0.007266,0.006134,-0.01629
2025-02-24,0.01424,0.006516,-0.002281
2025-02-25,0.009401,0.007666,0.0
2025-02-26,0.019242,0.021744,0.0
2025-02-27,0.003372,0.012514,0.0
2025-02-28,0.021071,0.012433,0.0
2025-03-03,0.012302,-0.00968,0.0
2025-03-04,-0.001692,-0.019058,-0.001692
2025-03-05,0.008914,0.001157,0.0
2025-03-06,-0.029128,-0.032571,-0.029128
2025-03-07,-0.011999,-0.003709,-0.040778
2025-03-10,-0.031328,-0.067425,-0.070828
2025-03-11,-0.014632,-0.016103,-0.084423
2025-03-12,0.005591,0.006862,-0.079304
2025-03-13,-0.000717,0.001494,-0.079964
2025-03-14,-0.017935,-0.010335,-0.096465
2025-03-17,-0.005392,-0.010771,-0.101338
2025-03-18,0.011832,0.018854,-0.090705
2025-03-19,2.1e-05,0.008308,-0.090686
2025-03-20,0.029577,0.032371,-0.063791
2025-03-21,0.013218,0.002964,-0.051417
2025-03-24,0.009087,-0.007279,-0.042797
2025-03-25,0.02727,0.017667,-0.016694
2025-03-26,-0.00089,0.004482,-0.017569
2025-03-27,-0.013721,-0.011269,-0.031049
2025-03-28,-0.014385,-0.000337,-0.044987
2025-03-31,0.002711,0.002708,-0.042398
2025-04-01,-0.011017,-0.020474,-0.052948
2025-04-02,-0.001181,0.003998,-0.054066
2025-04-03,0.011048,-0.006759,-0.043615
2025-04-04,0.010365,0.029772,-0.033703
2025-04-07,0.010797,-0.000864,-0.02327
2025-04-08,-0.004468,0.013801,-0.027634
2025-04-09,0.005288,-0.008296,-0.022491
2025-04-10,0.003035,0.015386,-0.019525
2025-04-11,0.003313,-0.007295,-0.016276
2025-04-14,-0.006521,-0.004773,-0.022691
2025-04-15,-0.004672,0.000238,-0.027257
2025-04-16,0.014338,0.012623,-0.01331
2025-04-17,-0.000871,-0.024979,-0.01417
2025-04-18,-0.010884,-0.006823,-0.0249
2025-04-21,0.003862,-0.009067,-0.021134
2025-04-22,0.011702,0.016541,-0.009679
2025-04-23,-0.020359,-0.023912,-0.029841
2025-04-24,-6.3e-05,0.013857,-0.029902
2025-04-25,0.009298,0.022463,-0.020882
2025-04-28,-0.000629,0.002866,-0.021499
2025-04-29,0.016188,0.029598,-0.005659
2025-04-30,-0.013898,-0.027428,-0.019478
2025-05-01,0.000292,-0.005763,-0.019192
2025-05-02,-0.005712,0.013439,-0.024794
2025-05-05,-0.002044,0.019825,-0.026788
2025-05-06,0.023947,0.011978,-0.003482
2025-05-07,0.012614,0.020021,0.0
2025-05-08,0.022464,0.034127,0.0
2025-05-09,0.008072,0.02537,0.0
2025-05-12,0.000324,0.014937,0.0
2025-05-13,0.015935,0.022028,0.0
2025-05-14,0.013034,0.001295,0.0
2025-05-15,0.011057,0.006792,0.0
2025-05-16,0.005481,0.005347,0.0
2025-05-19,0.020327,0.012568,0.0
2025-05-20,-0.00486,-0.013296,-0.00486
2025-05-21,0.001912,-0.014009,-0.002957
2025-05-22,-0.007262,0.005064,-0.010198
2025-05-23,0.01207,0.022364,0.0
2025-05-26,0.013331,-0.009322,0.0
2025-05-27,0.00483,-0.013496,0.0
2025-05-28,-0.004887,0.003425,-0.004887
2025-05-29,0.005923,0.003727,0.0
2025-05-30,0.005721,0.009429,0.0
2025-06-02,0.005897,0.019825,0.0
2025-06-03,-0.01614,-0.000391,-0.01614
2025-06-04,0.019395,0.034025,0.0
2025-06-05,-0.007449,0.005451,-0.007449
2025-06-06,-0.018631,-0.035794,-0.025941
2025-06-09,-0.008889,-0.017161,-0.0346
2025-06-10,-0.007765,-0.011321,-0.042096
2025-06-11,0.001576,-0.004192,-0.040587
2025-06-12,-0.009032,-0.019162,-0.049252
2025-06-13,-0.00628,-0.024719,-0.055223
2025-06-16,0.007095,0.019519,-0.04852
2025-06-17,-0.004392,0.001147,-0.052698
2025-06-18,-0.002009,0.017293,-0.054602
2025-06-19,0.010851,0.000527,-0.044343
2025-06-20,0.015052,0.00797,-0.029959
2025-06-23,-0.021753,-0.040361,-0.05106
2025-06-24,-0.00348,-0.002609,-0.054363
2025-06-25,-0.028182,-0.012808,-0.081012
2025-06-26,0.018064,0.025053,-0.064411
2025-06-27,0.00721,0.008524,-0.057666
2025-06-30,0.007784,0.02172,-0.050331
2025-07-01,0.006025,0.015932,-0.044608
2025-07-02,0.000394,0.026338,-0.044232
2025-07-03,-0.013298,-0.003233,-0.056942
2025-07-04,0.003396,0.018978,-0.053739
2025-07-07,-0.009627,0.00054,-0.062849
2025-07-08,-0.003243,-0.00648,-0.065888
2025-07-09,0.009869,0.008051,-0.05667
2025-07-10,-0.011072,-0.011804,-0.067114
2025-07-11,0.009677,0.002274,-0.058087
2025-07-14,-0.002748,0.008539,-0.060675
2025-07-15,-0.016559,0.001126,-0.07623
2025-07-16,0.009887,0.027855,-0.067096
2025-07-17,0.007001,0.000609,-0.060565
2025-07-18,-0.005318,-0.003198,-0.065561
2025-07-21,-0.01693,-0.020599,-0.081381
2025-07-22,-0.00772,-0.009398,-0.088473
2025-07-23,0.000499,-0.00212,-0.088018
2025-07-24,0.005248,-0.020456,-0.083232
2025-07-25,-0.00054,-0.002045,-0.083727
2025-07-28,0.001481,0.001607,-0.08237
2025-07-29,-0.011764,-0.001858,-0.093166
2025-07-30,0.008945,-0.006204,-0.085054
2025-07-31,0.003314,-0.01822,-0.082022
2025-08-01,0.019054,0.033466,-0.064531
2025-08-04,-0.019453,-0.024947,-0.082729
2025-08-05,0.015563,0.037398,-0.068453
2025-08-06,-0.002584,-0.016101,-0.070861
2025-08-07,0.012795,0.009388,-0.058973
2025-08-08,0.010547,-0.007542,-0.049048
2025-08-11,0.011245,0.007238,-0.038354
2025-08-12,-0.010083,0.001333,-0.04805
2025-08-13,0.015757,0.010113,-0.033051
2025-08-14,0.000854,-0.00601,-0.032225
2025-08-15,0.003749,0.02779,-0.028597
2025-08-18,0.000307,-0.036183,-0.028299
2025-08-19,0.000873,0.006834,-0.027451
2025-08-20,0.000226,0.006556,-0.02723
2025-08-21,0.001692,0.012203,-0.025585
2025-08-22,0.017024,0.015354,-0.008996
2025-08-25,-0.006161,-0.023554,-0.015102
2025-08-26,-0.003538,0.007329,-0.018586
2025-08-27,-0.008047,-0.005919,-0.026484
2025-08-28,-0.005659,-0.006044,-0.031993
2025-08-29,-0.015702,-0.028495,-0.047193
2025-09-01,-0.004208,-0.02461,-0.051203
2025-09-02,-0.00851,-0.001228,-0.059277
2025-09-03,0.009055,0.015155,-0.050759
2025-09-04,0.019064,0.050428,-0.032662
2025-09-05,-0.014852,-0.010168,-0.047029
2025-09-08,0.013576,0.003261,-0.034092
2025-09-09,0.010881,-0.021763,-0.023581
2025-09-10,0.006815,-0.004572,-0.016927
2025-09-11,-0.001229,-0.000813,-0.018135
2025-09-12,0.001504,0.024764,-0.016658
2025-09-15,-0.004874,0.017083,-0.021451
2025-09-16,9.8e-05,-0.011847,-0.021355
2025-09-17,-0.011171,-0.004592,-0.032287
2025-09-18,-0.01963,-0.00539,-0.051283
2025-09-19,0.014025,0.014961,-0.037978
2025-09-22,-0.009315,-0.009019,-0.046939
2025-09-23,-0.01371,-0.005822,-0.060005
2025-09-24,0.003295,-0.016953,-0.056908
2025-09-25,0.003471,0.012402,-0.053634
2025-09-26,0.006885,0.014479,-0.047119
2025-09-29,0.00304,-0.000889,-0.044223
2025-09-30,0.016628,0.026653,-0.02833
2025-10-01,0.016093,0.020198,-0.012693
2025-10-02,0.007288,0.008951,-0.005497
2025-10-03,0.008293,0.015097,0.0
2025-10-06,0.018157,0.008318,0.0
2025-10-07,0.004598,0.018081,0.0
2025-10-08,-0.009385,0.022143,-0.009385
2025-10-09,0.006151,0.022236,-0.003291
2025-10-10,0.00275,0.029466,-0.00055
2025-10-13,0.001494,-0.015023,0.0
2025-10-14,0.006719,0.007418,0.0
2025-10-15,-0.015507,-0.039443,-0.015507
2025-10-16,-0.008067,-0.022275,-0.023449
2025-10-17,0.014722,0.011294,-0.009073
2025-10-20,0.008586,0.005678,-0.000565
2025-10-21,0.007529,0.021949,0.0
2025-10-22,-0.001746,-0.003732,-0.001746
2025-10-23,-0.006096,-0.016364,-0.007831
2025-10-24,-0.011764,-0.009693,-0.019503
2025-10-27,-0.001919,0.00691,-0.021385
2025-10-28,0.004527,0.013473,-0.016955
2025-10-29,0.01727,0.011841,0.0
2025-10-30,-0.003885,-0.00557,-0.003885
2025-10-31,0.00742,0.000494,0.0
2025-11-03,-0.01693,-0.002378,-0.01693
2025-11-04,0.002551,0.006925,-0.014422
2025-11-05,0.002882,-0.016231,-0.011582
2025-11-06,-0.007621,0.01008,-0.019114
2025-11-07,-0.008339,0.000474,-0.027294
2025-11-10,-0.001448,-0.001472,-0.028702
2025-11-11,-0.011428,-0.006112,-0.039802
2025-11-12,0.013639,0.037739,-0.026706
2025-11-13,0.002226,0.009987,-0.02454
2025-11-14,0.002666,-0.010283,-0.02194
2025-11-17,-0.024347,-0.025871,-0.045753
2025-11-18,-0.011029,-0.008117,-0.056277
2025-11-19,-0.006813,-0.001005,-0.062706
2025-11-20,-0.010966,-0.003679,-0.072985
2025-11-21,0.008295,-0.000799,-0.065296
2025-11-24,0.003441,-0.033526,-0.06208
2025-11-25,0.011115,0.027545,-0.051655
2025-11-26,-0.002782,-0.004057,-0.054293
2025-11-27,0.000157,0.010565,-0.054145
2025-11-28,0.004992,-0.007437,-0.049423
2025-12-01,-0.007773,0.010793,-0.056812
2025-12-02,0.01548,0.044689,-0.042212
2025-12-03,-0.01302,-0.033057,-0.054682
2025-12-04,-0.022117,-0.044868,-0.075589
2025-12-05,-0.010442,-0.002707,-0.085242
2025-12-08,-0.011224,-0.020362,-0.095509
2025-12-09,0.00764,0.006103,-0.088599
2025-12-10,0.006575,-0.004918,-0.082607
2025-12-11,0.000238,-0.00848,-0.082388
2025-12-12,0.008725,-0.004849,-0.074382
2025-12-15,0.003152,0.025008,-0.071465
2025-12-16,0.004816,-0.004627,-0.066993
2025-12-17,0.006493,0.009028,-0.060935
2025-12-18,0.010928,0.001669,-0.050673
2025-12-19,0.00245,-0.017851,-0.048346
2025-12-22,0.007107,0.006483,-0.041583
2025-12-23,-0.006646,-0.005202,-0.047953
2025-12-24,-0.005393,0.002241,-0.053087
2025-12-25,0.01449,0.006951,-0.039366
2025-12-26,-0.02122,-0.015376,-0.059751
2025-12-29,-0.014328,-0.012819,-0.073222
2025-12-30,-0.005308,0.00393,-0.078142
2025-12-31,-0.002158,-0.00969,-0.080132
2026-01-01,-0.003376,-0.00785,-0.083237
2026-01-02,-0.015267,-0.027418,-0.097233
2026-01-05,0.001659,0.00554,-0.095735
2026-01-06,-0.002625,-0.015429,-0.098109
2026-01-07,0.023109,0.040235,-0.077267
2026-01-08,0.025008,0.023428,-0.054191
2026-01-09,-0.009703,-0.018899,-0.063368
2026-01-12,0.013181,-0.009738,-0.051022
2026-01-13,-0.010394,-0.023102,-0.060886
2026-01-14,-0.018686,-0.020494,-0.078434
2026-01-15,0.006243,0.002336,-0.072681
2026-01-16,-0.004554,-0.01223,-0.076904
2026-01-19,0.004899,0.000222,-0.072381
2026-01-20,-0.007018,-0.018046,-0.078891
2026-01-21,-0.015267,-0.023655,-0.092953
2026-01-22,0.007432,0.013406,-0.086212
2026-01-23,-0.00413,-0.00082,-0.089986
2026-01-26,-0.001458,0.011483,-0.091313
2026-01-27,-0.00647,-0.019419,-0.097192
2026-01-28,0.005223,-0.009509,-0.092477
2026-01-29,-0.009791,-0.008663,-0.101363
2026-01-30,0.010912,0.011004,-0.091557
2026-02-02,0.018093,-0.009617,-0.07512
2026-02-03,-0.006752,-0.010465,-0.081365
2026-02-04,0.002256,0.007664,-0.079293
2026-02-05,-0.010416,-0.008656,-0.088883
2026-02-06,0.00721,0.010964,-0.082313
2026-02-09,0.008986,0.002069,-0.074067
2026-02-10,0.026098,0.004727,-0.049901
2026-02-11,0.012043,0.002591,-0.038459
2026-02-12,0.00731,0.001594,-0.03143
2026-02-13,-0.007951,0.023841,-0.039132
2026-02-16,0.027353,0.025947,-0.01285
2026-02-17,0.024187,0.028072,0.0
2026-02-18,-0.014651,0.000738,-0.014651
2026-02-19,-0.012918,-0.001936,-0.02738
2026-02-20,0.019905,0.015965,-0.00802
2026-02-23,-0.010271,-0.024037,-0.018209
2026-02-24,-0.00434,-0.013891,-0.022469
2026-02-25,0.003945,-0.007232,-0.018613
2026-02-26,0.000418,0.021979,-0.018203
2026-02-27,0.008404,0.016359,-0.009952
2026-03-02,-0.000743,0.00157,-0.010688
2026-03-03,0.002143,0.007308,-0.008568
2026-03-04,-0.016322,-0.002887,-0.02475
2026-03-05,-0.012196,-0.019165,-0.036644
2026-03-06,0.034034,0.023806,-0.003857
2026-03-09,-0.000153,0.036923,-0.00401
2026-03-10,0.010359,0.010131,0.0
2026-03-11,-0.016256,0.004677,-0.016256
2026-03-12,0.00222,0.004313,-0.014072
2026-03-13,-0.013873,0.009235,-0.02775
2026-03-16,-0.022011,-0.030889,-0.049151
2026-03-17,-0.017007,0.001451,-0.065322
2026-03-18,-0.015913,-0.018097,-0.080195
2026-03-19,-0.028985,-0.037357,-0.106855
2026-03-20,-0.005257,0.001011,-0.111551
2026-03-23,0.015804,0.035706,-0.09751
2026-03-24,0.010007,-0.007388,-0.088478
2026-03-25,0.019186,0.017199,-0.07099
2026-03-26,-0.000447,0.005358,-0.071405
2026-03-27,-0.003886,0.007163,-0.075014
2026-03-30,-0.002858,-0.007116,-0.077658
2026-03-31,0.009949,-0.001028,-0.068482
2026-04-01,0.021104,0.003588,-0.048823
2026-04-02,-0.002023,-0.006571,-0.050747
2026-04-03,0.009287,0.021487,-0.041932
2026-04-06,0.008546,0.004708,-0.033744
2026-04-07,0.001066,-0.024748,-0.032714
2026-04-08,-0.01699,-0.015053,-0.049148
2026-04-09,-0.008969,0.001251,-0.057676
2026-04-10,0.004726,-0.013166,-0.053223
2026-04-13,0.003336,0.003394,-0.050064
2026-04-14,-0.022205,-0.00775,-0.071158
2026-04-15,-0.00114,0.024173,-0.072217
2026-04-16,0.01734,0.032554,-0.056129
2026-04-17,0.013567,-0.007305,-0.043324
2026-04-20,0.008332,0.037174,-0.035353
2026-04-21,0.012337,0.010992,-0.023451
2026-04-22,-0.011402,-0.010901,-0.034586
2026-04-23,0.016127,0.034361,-0.019017
2026-04-24,-0.014633,0.000795,-0.033372
2026-04-27,0.013988,0.03142,-0.019851
2026-04-28,-0.001165,-0.000807,-0.020992
2026-04-29,-0.00331,-0.014998,-0.024233
2026-04-30,0.00371,-0.03311,-0.020612
2026-05-01,-0.002877,0.003997,-0.02343
2026-05-04,-0.013247,-0.041888,-0.036366
2026-05-05,0.017555,0.007775,-0.01945
2026-05-06,0.018333,0.014188,-0.001473
2026-05-07,-0.010562,-0.004646,-0.012019
2026-05-08,0.004242,-0.005317,-0.007828
2026-05-11,-0.000521,-0.018566,-0.008344
2026-05-12,-0.003447,-0.014104,-0.011763
2026-05-13,0.012205,0.005708,0.0
2026-05-14,0.001463,0.008362,0.0
2026-05-15,0.030253,0.003165,0.0
2026-05-18,-0.005823,-0.018361,-0.005823
2026-05-19,-0.00463,0.008966,-0.010426
2026-05-20,-0.001055,0.007374,-0.01147
2026-05-21,0.013829,0.018146,0.0
2026-05-22,-0.011166,-0.002737,-0.011166
2026-05-25,-0.006957,-0.013172,-0.018045
2026-05-26,0.008351,-0.007642,-0.009845
2026-05-27,-0.013826,0.000193,-0.023535
2026-05-28,0.005548,0.012731,-0.018118
2026-05-29,-0.001452,0.003927,-0.019543
2026-06-01,-0.002259,0.010228,-0.021758
2026-06-02,0.016921,0.003583,-0.005206
2026-06-03,0.00539,0.02958,0.0
2026-06-04,0.000823,-0.014134,0.0
2026-06-05,-0.000805,0.001826,-0.000805
2026-06-08,-0.003607,-0.002183,-0.004409
2026-06-09,-0.006528,0.009698,-0.010908
2026-06-10,0.006304,-0.003479,-0.004673
2026-06-11,0.012293,0.028408,0.0
2026-06-12,-0.001795,-0.00679,-0.001795
